# Please take the real part 
                  # kx (1/A)                    ky (1/A)                    kz (1/A)               real(Omega_x)               real(Omega_y)               real(Omega_z)
           -0.3083759342E+00           -0.1392316162E+00            0.0000000000E+00           -0.8736883969E+01           -0.1405092950E+01            0.7778099568E+00
           -0.3083759342E+00           -0.1292865008E+00            0.0000000000E+00           -0.7506260097E+01           -0.6884327562E+00            0.2430131752E+01
           -0.3083759342E+00           -0.1193413854E+00            0.0000000000E+00           -0.6003647253E+01           -0.2035978151E-01            0.3503295925E+01
           -0.3083759342E+00           -0.1093962699E+00            0.0000000000E+00           -0.4588514976E+01            0.5192838752E+00            0.3879237159E+01
           -0.3083759342E+00           -0.9945115446E-01            0.0000000000E+00           -0.3456592909E+01            0.9233738574E+00            0.3726866037E+01
           -0.3083759342E+00           -0.8950603901E-01            0.0000000000E+00           -0.2629540316E+01            0.1221544692E+01            0.3300377733E+01
           -0.3083759342E+00           -0.7956092357E-01            0.0000000000E+00           -0.2043860799E+01            0.1446685408E+01            0.2798029651E+01
           -0.3083759342E+00           -0.6961580812E-01            0.0000000000E+00           -0.1622455416E+01            0.1622367320E+01            0.2331660211E+01
           -0.3083759342E+00           -0.5967069268E-01            0.0000000000E+00           -0.1303783029E+01            0.1762705946E+01            0.1948384409E+01
           -0.3083759342E+00           -0.4972557723E-01            0.0000000000E+00           -0.1046138865E+01            0.1875474889E+01            0.1658377339E+01
           -0.3083759342E+00           -0.3978046178E-01            0.0000000000E+00           -0.8234899200E+00            0.1964811967E+01            0.1454074600E+01
           -0.3083759342E+00           -0.2983534634E-01            0.0000000000E+00           -0.6203207547E+00            0.2032904925E+01            0.1320753880E+01
           -0.3083759342E+00           -0.1989023089E-01            0.0000000000E+00           -0.4276320546E+00            0.2080912503E+01            0.1241599984E+01
           -0.3083759342E+00           -0.9945115446E-02            0.0000000000E+00           -0.2402388337E+00            0.2109436469E+01            0.1199794107E+01
           -0.3083759342E+00            0.0000000000E+00            0.0000000000E+00           -0.5500989965E-01            0.2118753020E+01            0.1179146684E+01
           -0.3083759342E+00            0.9945115446E-02            0.0000000000E+00            0.1303345174E+00            0.2108916619E+01            0.1164080896E+01
           -0.3083759342E+00            0.1989023089E-01            0.0000000000E+00            0.3181800128E+00            0.2079788556E+01            0.1139388120E+01
           -0.3083759342E+00            0.2983534634E-01            0.0000000000E+00            0.5119959477E+00            0.2031003787E+01            0.1090014949E+01
           -0.3083759342E+00            0.3978046178E-01            0.0000000000E+00            0.7176032668E+00            0.1961857407E+01            0.1001138328E+01
           -0.3083759342E+00            0.4972557723E-01            0.0000000000E+00            0.9450541889E+00            0.1871051610E+01            0.8589348931E+00
           -0.3083759342E+00            0.5967069268E-01            0.0000000000E+00            0.1211515588E+01            0.1756179397E+01            0.6528007499E+00
           -0.3083759342E+00            0.6961580812E-01            0.0000000000E+00            0.1545503218E+01            0.1612721031E+01            0.3803966424E+00
           -0.3083759342E+00            0.7956092357E-01            0.0000000000E+00            0.1992234109E+01            0.1432221752E+01            0.5769799390E-01
           -0.3083759342E+00            0.8950603901E-01            0.0000000000E+00            0.2617673934E+01            0.1199404503E+01           -0.2636275021E+00
           -0.3083759342E+00            0.9945115446E-01            0.0000000000E+00            0.3503181750E+01            0.8889430997E+00           -0.4728494861E+00
           -0.3083759342E+00            0.1093962699E+00            0.0000000000E+00            0.4713395611E+01            0.4659054662E+00           -0.3864232687E+00
           -0.3083759342E+00            0.1193413854E+00            0.0000000000E+00            0.6219912176E+01           -0.1003973726E+00            0.2131742539E+00
           -0.3083759342E+00            0.1292865008E+00            0.0000000000E+00            0.7809546205E+01           -0.8007331998E+00            0.1439833635E+01
           -0.3083759342E+00            0.1392316162E+00            0.0000000000E+00            0.9100464440E+01           -0.1548997139E+01            0.3130905512E+01
           -0.3083759342E+00            0.1491767317E+00            0.0000000000E+00            0.9758742015E+01           -0.2201158043E+01            0.4861602685E+01
           -0.3083759342E+00            0.1591218471E+00            0.0000000000E+00            0.9732508364E+01           -0.2640357773E+01            0.6220769877E+01
           -0.3083759342E+00            0.1690669626E+00            0.0000000000E+00            0.9234817660E+01           -0.2840282838E+01            0.7050839366E+01
           -0.3083759342E+00            0.1790120780E+00            0.0000000000E+00            0.8543990504E+01           -0.2848832461E+01            0.7427772996E+01
           -0.3083759342E+00            0.1889571935E+00            0.0000000000E+00            0.7859380350E+01           -0.2736496017E+01            0.7511627364E+01
           -0.3083759342E+00            0.1989023089E+00            0.0000000000E+00            0.7277967873E+01           -0.2562446208E+01            0.7442696055E+01
           -0.3083759342E+00            0.2088474244E+00            0.0000000000E+00            0.6827255575E+01           -0.2365750641E+01            0.7312261235E+01
           -0.3083759342E+00            0.2187925398E+00            0.0000000000E+00            0.6500335369E+01           -0.2168774073E+01            0.7170037722E+01
           -0.3083759342E+00            0.2287376553E+00            0.0000000000E+00            0.6277624343E+01           -0.1982966462E+01            0.7039049140E+01
           -0.3083759342E+00            0.2386827707E+00            0.0000000000E+00            0.6137358096E+01           -0.1813455982E+01            0.6927405983E+01
           -0.3083759342E+00            0.2486278861E+00            0.0000000000E+00            0.6059707081E+01           -0.1661978116E+01            0.6835649428E+01
           -0.3083759342E+00            0.2585730016E+00            0.0000000000E+00            0.6027903925E+01           -0.1528560238E+01            0.6760850226E+01
           -0.3083759342E+00            0.2685181170E+00            0.0000000000E+00            0.6028171322E+01           -0.1412431989E+01            0.6698752854E+01
           -0.3083759342E+00            0.2784632325E+00            0.0000000000E+00            0.6049271671E+01           -0.1312492739E+01            0.6644844033E+01
           -0.3083759342E+00            0.2884083479E+00            0.0000000000E+00            0.6082014716E+01           -0.1227537425E+01            0.6594859572E+01
           -0.3083759342E+00            0.2983534634E+00            0.0000000000E+00            0.6118840209E+01           -0.1156355289E+01            0.6545008760E+01
           -0.3083759342E+00            0.3082985788E+00            0.0000000000E+00            0.6153500961E+01           -0.1097764775E+01            0.6492061350E+01
           -0.3083759342E+00            0.3182436943E+00            0.0000000000E+00            0.6180837067E+01           -0.1050618884E+01            0.6433369549E+01
           -0.3083759342E+00            0.3281888097E+00            0.0000000000E+00            0.6196621476E+01           -0.1013799372E+01            0.6366859494E+01
           -0.3083759342E+00            0.3381339252E+00            0.0000000000E+00            0.6197456148E+01           -0.9862093163E+00            0.6291007474E+01
           -0.3083759342E+00            0.3480790406E+00            0.0000000000E+00            0.6180700545E+01           -0.9667686639E+00            0.6204806859E+01
           -0.3083759342E+00            0.3580241561E+00            0.0000000000E+00            0.6144417834E+01           -0.9544145131E+00            0.6107727779E+01
           -0.3083759342E+00            0.3679692715E+00            0.0000000000E+00            0.6087327953E+01           -0.9481062453E+00            0.5999670207E+01
           -0.3083759342E+00            0.3779143869E+00            0.0000000000E+00            0.6008760210E+01           -0.9468346698E+00            0.5880911188E+01
           -0.3083759342E+00            0.3878595024E+00            0.0000000000E+00            0.5908601184E+01           -0.9496338559E+00            0.5752047404E+01
           -0.3083759342E+00            0.3978046178E+00            0.0000000000E+00            0.5787236288E+01           -0.9555941565E+00            0.5613934863E+01
           -0.3083759342E+00            0.4077497333E+00            0.0000000000E+00            0.5645485331E+01           -0.9638749804E+00            0.5467627898E+01
           -0.3083759342E+00            0.4176948487E+00            0.0000000000E+00            0.5484533739E+01           -0.9737160892E+00            0.5314319762E+01
           -0.3083759342E+00            0.4276399642E+00            0.0000000000E+00            0.5305861896E+01           -0.9844464959E+00            0.5155286988E+01
           -0.3083759342E+00            0.4375850796E+00            0.0000000000E+00            0.5111175277E+01           -0.9954903897E+00            0.4991839280E+01
           -0.3083759342E+00            0.4475301951E+00            0.0000000000E+00            0.4902337890E+01           -0.1006369846E+01            0.4825276216E+01
           -0.3083759342E+00            0.4574753105E+00            0.0000000000E+00            0.4681311132E+01           -0.1016704375E+01            0.4656851482E+01
           -0.3083759342E+00            0.4674204260E+00            0.0000000000E+00            0.4450099559E+01           -0.1026207585E+01            0.4487744807E+01
           -0.3083759342E+00            0.4773655414E+00            0.0000000000E+00            0.4210704462E+01           -0.1034681404E+01            0.4319041349E+01
           -0.3083759342E+00            0.4873106568E+00            0.0000000000E+00            0.3965085579E+01           -0.1042008383E+01            0.4151717904E+01
           -0.3083759342E+00            0.4972557723E+00            0.0000000000E+00            0.3715130753E+01           -0.1048142637E+01            0.3986635113E+01
  
           -0.2973625079E+00           -0.4972557723E+00            0.0000000000E+00           -0.3752270695E+01           -0.9370474050E+00           -0.2083157043E+01
           -0.2973625079E+00           -0.4873106568E+00            0.0000000000E+00           -0.4003919254E+01           -0.9261587992E+00           -0.2185878758E+01
           -0.2973625079E+00           -0.4773655414E+00            0.0000000000E+00           -0.4251006277E+01           -0.9140145193E+00           -0.2290278757E+01
           -0.2973625079E+00           -0.4674204260E+00            0.0000000000E+00           -0.4491550114E+01           -0.9006717028E+00           -0.2395540849E+01
           -0.2973625079E+00           -0.4574753105E+00            0.0000000000E+00           -0.4723492572E+01           -0.8862608293E+00           -0.2500746637E+01
           -0.2973625079E+00           -0.4475301951E+00            0.0000000000E+00           -0.4944731415E+01           -0.8709943777E+00           -0.2604887233E+01
           -0.2973625079E+00           -0.4375850796E+00            0.0000000000E+00           -0.5153161110E+01           -0.8551739319E+00           -0.2706881248E+01
           -0.2973625079E+00           -0.4276399642E+00            0.0000000000E+00           -0.5346721784E+01           -0.8391952014E+00           -0.2805599592E+01
           -0.2973625079E+00           -0.4176948487E+00            0.0000000000E+00           -0.5523455820E+01           -0.8235504670E+00           -0.2899897311E+01
           -0.2973625079E+00           -0.4077497333E+00            0.0000000000E+00           -0.5681570884E+01           -0.8088280699E+00           -0.2988652327E+01
           -0.2973625079E+00           -0.3978046178E+00            0.0000000000E+00           -0.5819507586E+01           -0.7957087243E+00           -0.3070810406E+01
           -0.2973625079E+00           -0.3878595024E+00            0.0000000000E+00           -0.5936009408E+01           -0.7849586741E+00           -0.3145435242E+01
           -0.2973625079E+00           -0.3779143869E+00            0.0000000000E+00           -0.6030192164E+01           -0.7774199986E+00           -0.3211762005E+01
           -0.2973625079E+00           -0.3679692715E+00            0.0000000000E+00           -0.6101610217E+01           -0.7739987078E+00           -0.3269252383E+01
           -0.2973625079E+00           -0.3580241561E+00            0.0000000000E+00           -0.6150316988E+01           -0.7756515980E+00           -0.3317648902E+01
           -0.2973625079E+00           -0.3480790406E+00            0.0000000000E+00           -0.6176918178E+01           -0.7833731509E+00           -0.3357026435E+01
           -0.2973625079E+00           -0.3381339252E+00            0.0000000000E+00           -0.6182617544E+01           -0.7981839831E+00           -0.3387839077E+01
           -0.2973625079E+00           -0.3281888097E+00            0.0000000000E+00           -0.6169257065E+01           -0.8211224637E+00           -0.3410961247E+01
           -0.2973625079E+00           -0.3182436943E+00            0.0000000000E+00           -0.6139355963E+01           -0.8532410521E+00           -0.3427722587E+01
           -0.2973625079E+00           -0.3082985788E+00            0.0000000000E+00           -0.6096156118E+01           -0.8956086147E+00           -0.3439936953E+01
           -0.2973625079E+00           -0.2983534634E+00            0.0000000000E+00           -0.6043685151E+01           -0.9493193747E+00           -0.3449926042E+01
           -0.2973625079E+00           -0.2884083479E+00            0.0000000000E+00           -0.5986852580E+01           -0.1015508068E+01           -0.3460537282E+01
           -0.2973625079E+00           -0.2784632325E+00            0.0000000000E+00           -0.5931599236E+01           -0.1095368985E+01           -0.3475152374E+01
           -0.2973625079E+00           -0.2685181170E+00            0.0000000000E+00           -0.5885125083E+01           -0.1190173154E+01           -0.3497674965E+01
           -0.2973625079E+00           -0.2585730016E+00            0.0000000000E+00           -0.5856224632E+01           -0.1301271598E+01           -0.3532469098E+01
           -0.2973625079E+00           -0.2486278861E+00            0.0000000000E+00           -0.5855758696E+01           -0.1430060504E+01           -0.3584185912E+01
           -0.2973625079E+00           -0.2386827707E+00            0.0000000000E+00           -0.5897275963E+01           -0.1577860959E+01           -0.3657348524E+01
           -0.2973625079E+00           -0.2287376553E+00            0.0000000000E+00           -0.5997742179E+01           -0.1745621727E+01           -0.3755434715E+01
           -0.2973625079E+00           -0.2187925398E+00            0.0000000000E+00           -0.6178176630E+01           -0.1933271441E+01           -0.3878954595E+01
           -0.2973625079E+00           -0.2088474244E+00            0.0000000000E+00           -0.6463597067E+01           -0.2138403622E+01           -0.4021602898E+01
           -0.2973625079E+00           -0.1989023089E+00            0.0000000000E+00           -0.6880761815E+01           -0.2353763655E+01           -0.4162969726E+01
           -0.2973625079E+00           -0.1889571935E+00            0.0000000000E+00           -0.7450370383E+01           -0.2562813935E+01           -0.4255901328E+01
           -0.2973625079E+00           -0.1790120780E+00            0.0000000000E+00           -0.8167637727E+01           -0.2732968705E+01           -0.4208195555E+01
           -0.2973625079E+00           -0.1690669626E+00            0.0000000000E+00           -0.8964351528E+01           -0.2808405013E+01           -0.3867045361E+01
           -0.2973625079E+00           -0.1591218471E+00            0.0000000000E+00           -0.9658325411E+01           -0.2711163401E+01           -0.3038056901E+01
           -0.2973625079E+00           -0.1491767317E+00            0.0000000000E+00           -0.9941872021E+01           -0.2368408472E+01           -0.1596221404E+01
           -0.2973625079E+00           -0.1392316162E+00            0.0000000000E+00           -0.9510675475E+01           -0.1772990687E+01            0.3117471819E+00
           -0.2973625079E+00           -0.1292865008E+00            0.0000000000E+00           -0.8325999936E+01           -0.1027440920E+01            0.2188433669E+01
           -0.2973625079E+00           -0.1193413854E+00            0.0000000000E+00           -0.6719740929E+01           -0.2932874249E+00            0.3479021064E+01
           -0.2973625079E+00           -0.1093962699E+00            0.0000000000E+00           -0.5142741640E+01            0.3163117825E+00            0.3975098277E+01
           -0.2973625079E+00           -0.9945115446E-01            0.0000000000E+00           -0.3865544507E+01            0.7773155210E+00            0.3848473175E+01
           -0.2973625079E+00           -0.8950603901E-01            0.0000000000E+00           -0.2933257314E+01            0.1117454925E+01            0.3398319934E+01
           -0.2973625079E+00           -0.7956092357E-01            0.0000000000E+00           -0.2276423863E+01            0.1372944023E+01            0.2859637752E+01
           -0.2973625079E+00           -0.6961580812E-01            0.0000000000E+00           -0.1805822370E+01            0.1570760880E+01            0.2361753194E+01
           -0.2973625079E+00           -0.5967069268E-01            0.0000000000E+00           -0.1450528851E+01            0.1727418903E+01            0.1956694466E+01
           -0.2973625079E+00           -0.4972557723E-01            0.0000000000E+00           -0.1163145266E+01            0.1852266961E+01            0.1654136437E+01
           -0.2973625079E+00           -0.3978046178E-01            0.0000000000E+00           -0.9144984334E+00            0.1950495073E+01            0.1444467063E+01
           -0.2973625079E+00           -0.2983534634E-01            0.0000000000E+00           -0.6873876179E+00            0.2025012184E+01            0.1310898315E+01
           -0.2973625079E+00           -0.1989023089E-01            0.0000000000E+00           -0.4718909710E+00            0.2077471896E+01            0.1234958644E+01
           -0.2973625079E+00           -0.9945115446E-02            0.0000000000E+00           -0.2622838621E+00            0.2108800597E+01            0.1198593413E+01
           -0.2973625079E+00            0.0000000000E+00            0.0000000000E+00           -0.5507831546E-01            0.2119459085E+01            0.1184684362E+01
           -0.2973625079E+00            0.9945115446E-02            0.0000000000E+00            0.1522896856E+00            0.2109561345E+01            0.1176897621E+01
           -0.2973625079E+00            0.1989023089E-01            0.0000000000E+00            0.3624926100E+00            0.2078907109E+01            0.1159308119E+01
           -0.2973625079E+00            0.2983534634E-01            0.0000000000E+00            0.5793672798E+00            0.2026942744E+01            0.1116061806E+01
           -0.2973625079E+00            0.3978046178E-01            0.0000000000E+00            0.8093024610E+00            0.1952630227E+01            0.1031334767E+01
           -0.2973625079E+00            0.4972557723E-01            0.0000000000E+00            0.1063338061E+01            0.1854159790E+01            0.8900230442E+00
           -0.2973625079E+00            0.5967069268E-01            0.0000000000E+00            0.1360463694E+01            0.1728370112E+01            0.6800196544E+00
           -0.2973625079E+00            0.6961580812E-01            0.0000000000E+00            0.1732601939E+01            0.1569626119E+01            0.3977258401E+00
           -0.2973625079E+00            0.7956092357E-01            0.0000000000E+00            0.2231129797E+01            0.1367779534E+01            0.5958472428E-01
           -0.2973625079E+00            0.8950603901E-01            0.0000000000E+00            0.2932082449E+01            0.1104945845E+01           -0.2770330401E+00
           -0.2973625079E+00            0.9945115446E-01            0.0000000000E+00            0.3929604848E+01            0.7520737444E+00           -0.4844678480E+00
           -0.2973625079E+00            0.1093962699E+00            0.0000000000E+00            0.5294049106E+01            0.2705940065E+00           -0.3468599721E+00
           -0.2973625079E+00            0.1193413854E+00            0.0000000000E+00            0.6970931101E+01           -0.3681589944E+00            0.3873466915E+00
           -0.2973625079E+00            0.1292865008E+00            0.0000000000E+00            0.8667095136E+01           -0.1136930346E+01            0.1820608148E+01
           -0.2973625079E+00            0.1392316162E+00            0.0000000000E+00            0.9905515931E+01           -0.1914567344E+01            0.3695825507E+01
           -0.2973625079E+00            0.1491767317E+00            0.0000000000E+00            0.1034268706E+02           -0.2531177259E+01            0.5475685973E+01
           -0.2973625079E+00            0.1591218471E+00            0.0000000000E+00            0.1002643530E+02           -0.2881009691E+01            0.6731912251E+01
           -0.2973625079E+00            0.1690669626E+00            0.0000000000E+00            0.9279832524E+01           -0.2973663094E+01            0.7382043213E+01
           -0.2973625079E+00            0.1790120780E+00            0.0000000000E+00            0.8426515685E+01           -0.2886717075E+01            0.7581162310E+01
           -0.2973625079E+00            0.1889571935E+00            0.0000000000E+00            0.7657531651E+01           -0.2702284800E+01            0.7526970531E+01
           -0.2973625079E+00            0.1989023089E+00            0.0000000000E+00            0.7044283593E+01           -0.2478816301E+01            0.7364425454E+01
           -0.2973625079E+00            0.2088474244E+00            0.0000000000E+00            0.6591685061E+01           -0.2250213231E+01            0.7176064578E+01
           -0.2973625079E+00            0.2187925398E+00            0.0000000000E+00            0.6277955782E+01           -0.2033504778E+01            0.7000933121E+01
           -0.2973625079E+00            0.2287376553E+00            0.0000000000E+00            0.6074996368E+01           -0.1836004009E+01            0.6853449219E+01
           -0.2973625079E+00            0.2386827707E+00            0.0000000000E+00            0.5956569301E+01           -0.1659982123E+01            0.6735708594E+01
           -0.2973625079E+00            0.2486278861E+00            0.0000000000E+00            0.5900662212E+01           -0.1505308656E+01            0.6644301061E+01
           -0.2973625079E+00            0.2585730016E+00            0.0000000000E+00            0.5889536564E+01           -0.1370827033E+01            0.6573766310E+01
           -0.2973625079E+00            0.2685181170E+00            0.0000000000E+00            0.5909049975E+01           -0.1255027401E+01            0.6518235397E+01
           -0.2973625079E+00            0.2784632325E+00            0.0000000000E+00            0.5947882519E+01           -0.1156351249E+01            0.6472157815E+01
           -0.2973625079E+00            0.2884083479E+00            0.0000000000E+00            0.5996878159E+01           -0.1073310909E+01            0.6430590399E+01
           -0.2973625079E+00            0.2983534634E+00            0.0000000000E+00            0.6048545847E+01           -0.1004520344E+01            0.6389287033E+01
           -0.2973625079E+00            0.3082985788E+00            0.0000000000E+00            0.6096705889E+01           -0.9486869976E+00            0.6344704078E+01
           -0.2973625079E+00            0.3182436943E+00            0.0000000000E+00            0.6136250928E+01           -0.9045900436E+00            0.6293973804E+01
           -0.2973625079E+00            0.3281888097E+00            0.0000000000E+00            0.6162990272E+01           -0.8710576855E+00            0.6234867419E+01
           -0.2973625079E+00            0.3381339252E+00            0.0000000000E+00            0.6173550509E+01           -0.8469494444E+00            0.6165754839E+01
           -0.2973625079E+00            0.3480790406E+00            0.0000000000E+00            0.6165310683E+01           -0.8311457686E+00            0.6085562085E+01
           -0.2973625079E+00            0.3580241561E+00            0.0000000000E+00            0.6136355380E+01           -0.8225452628E+00            0.5993725103E+01
           -0.2973625079E+00            0.3679692715E+00            0.0000000000E+00            0.6085433708E+01           -0.8200686693E+00            0.5890138738E+01
           -0.2973625079E+00            0.3779143869E+00            0.0000000000E+00            0.6011916216E+01           -0.8226680761E+00            0.5775100411E+01
           -0.2973625079E+00            0.3878595024E+00            0.0000000000E+00            0.5915745256E+01           -0.8293395248E+00            0.5649249077E+01
           -0.2973625079E+00            0.3978046178E+00            0.0000000000E+00            0.5797377165E+01           -0.8391371466E+00            0.5513501030E+01
           -0.2973625079E+00            0.4077497333E+00            0.0000000000E+00            0.5657716806E+01           -0.8511871097E+00            0.5368984719E+01
           -0.2973625079E+00            0.4176948487E+00            0.0000000000E+00            0.5498046489E+01           -0.8646999610E+00            0.5216977032E+01
           -0.2973625079E+00            0.4276399642E+00            0.0000000000E+00            0.5319952123E+01           -0.8789803182E+00            0.5058843393E+01
           -0.2973625079E+00            0.4375850796E+00            0.0000000000E+00            0.5125249688E+01           -0.8934332808E+00            0.4895983681E+01
           -0.2973625079E+00            0.4475301951E+00            0.0000000000E+00            0.4915914940E+01           -0.9075673075E+00            0.4729785425E+01
           -0.2973625079E+00            0.4574753105E+00            0.0000000000E+00            0.4694018728E+01           -0.9209936402E+00            0.4561585111E+01
           -0.2973625079E+00            0.4674204260E+00            0.0000000000E+00            0.4461669683E+01           -0.9334226064E+00            0.4392637859E+01
           -0.2973625079E+00            0.4773655414E+00            0.0000000000E+00            0.4220965286E+01           -0.9446573006E+00            0.4224095212E+01
           -0.2973625079E+00            0.4873106568E+00            0.0000000000E+00            0.3973951712E+01           -0.9545852354E+00            0.4056990388E+01
           -0.2973625079E+00            0.4972557723E+00            0.0000000000E+00            0.3722592265E+01           -0.9631685741E+00            0.3892230091E+01
  
           -0.2863490817E+00           -0.4972557723E+00            0.0000000000E+00           -0.3764906468E+01           -0.8478711127E+00           -0.2040353388E+01
           -0.2863490817E+00           -0.4873106568E+00            0.0000000000E+00           -0.4018026240E+01           -0.8346360790E+00           -0.2141794688E+01
           -0.2863490817E+00           -0.4773655414E+00            0.0000000000E+00           -0.4266565869E+01           -0.8200067300E+00           -0.2244895436E+01
           -0.2863490817E+00           -0.4674204260E+00            0.0000000000E+00           -0.4508466490E+01           -0.8040269277E+00           -0.2348800171E+01
           -0.2863490817E+00           -0.4574753105E+00            0.0000000000E+00           -0.4741581914E+01           -0.7868164287E+00           -0.2452543549E+01
           -0.2863490817E+00           -0.4475301951E+00            0.0000000000E+00           -0.4963712544E+01           -0.7685805311E+00           -0.2555062652E+01
           -0.2863490817E+00           -0.4375850796E+00            0.0000000000E+00           -0.5172648185E+01           -0.7496181387E+00           -0.2655216055E+01
           -0.2863490817E+00           -0.4276399642E+00            0.0000000000E+00           -0.5366219678E+01           -0.7303276316E+00           -0.2751810235E+01
           -0.2863490817E+00           -0.4176948487E+00            0.0000000000E+00           -0.5542358711E+01           -0.7112099691E+00           -0.2843633562E+01
           -0.2863490817E+00           -0.4077497333E+00            0.0000000000E+00           -0.5699164462E+01           -0.6928685529E+00           -0.2929497661E+01
           -0.2863490817E+00           -0.3978046178E+00            0.0000000000E+00           -0.5834975017E+01           -0.6760055614E+00           -0.3008285412E+01
           -0.2863490817E+00           -0.3878595024E+00            0.0000000000E+00           -0.5948440909E+01           -0.6614147236E+00           -0.3079004298E+01
           -0.2863490817E+00           -0.3779143869E+00            0.0000000000E+00           -0.6038597658E+01           -0.6499708273E+00           -0.3140843254E+01
           -0.2863490817E+00           -0.3679692715E+00            0.0000000000E+00           -0.6104934133E+01           -0.6426166391E+00           -0.3193230840E+01
           -0.2863490817E+00           -0.3580241561E+00            0.0000000000E+00           -0.6147453875E+01           -0.6403483063E+00           -0.3235892317E+01
           -0.2863490817E+00           -0.3480790406E+00            0.0000000000E+00           -0.6166727458E+01           -0.6442006862E+00           -0.3268903390E+01
           -0.2863490817E+00           -0.3381339252E+00            0.0000000000E+00           -0.6163935487E+01           -0.6552343472E+00           -0.3292738840E+01
           -0.2863490817E+00           -0.3281888097E+00            0.0000000000E+00           -0.6140903998E+01           -0.6745261752E+00           -0.3308315093E+01
           -0.2863490817E+00           -0.3182436943E+00            0.0000000000E+00           -0.6100136831E+01           -0.7031655460E+00           -0.3317026885E+01
           -0.2863490817E+00           -0.3082985788E+00            0.0000000000E+00           -0.6044852911E+01           -0.7422578717E+00           -0.3320779328E+01
           -0.2863490817E+00           -0.2983534634E+00            0.0000000000E+00           -0.5979040424E+01           -0.7929369385E+00           -0.3322017640E+01
           -0.2863490817E+00           -0.2884083479E+00            0.0000000000E+00           -0.5907544596E+01           -0.8563867472E+00           -0.3323756919E+01
           -0.2863490817E+00           -0.2784632325E+00            0.0000000000E+00           -0.5836211519E+01           -0.9338723216E+00           -0.3329612758E+01
           -0.2863490817E+00           -0.2685181170E+00            0.0000000000E+00           -0.5772117385E+01           -0.1026776677E+01           -0.3343828319E+01
           -0.2863490817E+00           -0.2585730016E+00            0.0000000000E+00           -0.5723920452E+01           -0.1136636727E+01           -0.3371281115E+01
           -0.2863490817E+00           -0.2486278861E+00            0.0000000000E+00           -0.5702380419E+01           -0.1265162066E+01           -0.3417425934E+01
           -0.2863490817E+00           -0.2386827707E+00            0.0000000000E+00           -0.5721090250E+01           -0.1414202519E+01           -0.3488074081E+01
           -0.2863490817E+00           -0.2287376553E+00            0.0000000000E+00           -0.5797440008E+01           -0.1585593574E+01           -0.3588793889E+01
           -0.2863490817E+00           -0.2187925398E+00            0.0000000000E+00           -0.5953729819E+01           -0.1780735005E+01           -0.3723486977E+01
           -0.2863490817E+00           -0.2088474244E+00            0.0000000000E+00           -0.6218041859E+01           -0.1999615089E+01           -0.3891255028E+01
           -0.2863490817E+00           -0.1989023089E+00            0.0000000000E+00           -0.6623675154E+01           -0.2238737971E+01           -0.4079916185E+01
           -0.2863490817E+00           -0.1889571935E+00            0.0000000000E+00           -0.7204068683E+01           -0.2487042780E+01           -0.4253559738E+01
           -0.2863490817E+00           -0.1790120780E+00            0.0000000000E+00           -0.7976512020E+01           -0.2718700397E+01           -0.4331580087E+01
           -0.2863490817E+00           -0.1690669626E+00            0.0000000000E+00           -0.8903748370E+01           -0.2882945009E+01           -0.4162711757E+01
           -0.2863490817E+00           -0.1591218471E+00            0.0000000000E+00           -0.9828310138E+01           -0.2897297817E+01           -0.3521447255E+01
           -0.2863490817E+00           -0.1491767317E+00            0.0000000000E+00           -0.1041985682E+02           -0.2664291851E+01           -0.2198846834E+01
           -0.2863490817E+00           -0.1392316162E+00            0.0000000000E+00           -0.1026677146E+02           -0.2135133988E+01           -0.2428858172E+00
           -0.2863490817E+00           -0.1292865008E+00            0.0000000000E+00           -0.9196145684E+01           -0.1386073433E+01            0.1847367012E+01
           -0.2863490817E+00           -0.1193413854E+00            0.0000000000E+00           -0.7514989816E+01           -0.5956283662E+00            0.3381931880E+01
           -0.2863490817E+00           -0.1093962699E+00            0.0000000000E+00           -0.5770740315E+01            0.8478727693E-01            0.4028448057E+01
           -0.2863490817E+00           -0.9945115446E-01            0.0000000000E+00           -0.4331427848E+01            0.6069985424E+00            0.3945757292E+01
           -0.2863490817E+00           -0.8950603901E-01            0.0000000000E+00           -0.3278442107E+01            0.9933348768E+00            0.3480525461E+01
           -0.2863490817E+00           -0.7956092357E-01            0.0000000000E+00           -0.2539078679E+01            0.1282469800E+01            0.2909815014E+01
           -0.2863490817E+00           -0.6961580812E-01            0.0000000000E+00           -0.2011242136E+01            0.1504817713E+01            0.2383168500E+01
           -0.2863490817E+00           -0.5967069268E-01            0.0000000000E+00           -0.1613549765E+01            0.1679497403E+01            0.1958400191E+01
           -0.2863490817E+00           -0.4972557723E-01            0.0000000000E+00           -0.1292154718E+01            0.1817626607E+01            0.1644892668E+01
           -0.2863490817E+00           -0.3978046178E-01            0.0000000000E+00           -0.1014262534E+01            0.1925592575E+01            0.1431052507E+01
           -0.2863490817E+00           -0.2983534634E-01            0.0000000000E+00           -0.7606679051E+00            0.2007125426E+01            0.1298090692E+01
           -0.2863490817E+00           -0.1989023089E-01            0.0000000000E+00           -0.5202966171E+00            0.2064439122E+01            0.1225958479E+01
           -0.2863490817E+00           -0.9945115446E-02            0.0000000000E+00           -0.2867042537E+00            0.2098825283E+01            0.1195451101E+01
           -0.2863490817E+00            0.0000000000E+00            0.0000000000E+00           -0.5589270592E-01            0.2110951836E+01            0.1188607757E+01
