# Please take the real part 
                  # kx (1/A)                    ky (1/A)                    kz (1/A)               real(Omega_x)               real(Omega_y)               real(Omega_z)
            0.1321611146E+00            0.3978046178E+00            0.0000000000E+00            0.6347157475E+01           -0.5203954017E+00            0.2643105252E+01
            0.1321611146E+00            0.4077497333E+00            0.0000000000E+00            0.6203721890E+01           -0.4744318992E+00            0.2616251644E+01
            0.1321611146E+00            0.4176948487E+00            0.0000000000E+00            0.6029954568E+01           -0.4322281035E+00            0.2572774547E+01
            0.1321611146E+00            0.4276399642E+00            0.0000000000E+00            0.5829809343E+01           -0.3938054652E+00            0.2515113603E+01
            0.1321611146E+00            0.4375850796E+00            0.0000000000E+00            0.5607356427E+01           -0.3590308197E+00            0.2445785933E+01
            0.1321611146E+00            0.4475301951E+00            0.0000000000E+00            0.5366641698E+01           -0.3276533957E+00            0.2367279038E+01
            0.1321611146E+00            0.4574753105E+00            0.0000000000E+00            0.5111572326E+01           -0.2993395309E+00            0.2281964997E+01
            0.1321611146E+00            0.4674204260E+00            0.0000000000E+00            0.4845829851E+01           -0.2737035269E+00            0.2192036560E+01
            0.1321611146E+00            0.4773655414E+00            0.0000000000E+00            0.4572809516E+01           -0.2503338100E+00            0.2099463948E+01
            0.1321611146E+00            0.4873106568E+00            0.0000000000E+00            0.4295583092E+01           -0.2288141589E+00            0.2005970018E+01
            0.1321611146E+00            0.4972557723E+00            0.0000000000E+00            0.4016881549E+01           -0.2087401927E+00            0.1913020763E+01
  
            0.1431745409E+00           -0.4972557723E+00            0.0000000000E+00           -0.4075845941E+01           -0.2277808931E+00           -0.2906556411E+01
            0.1431745409E+00           -0.4873106568E+00            0.0000000000E+00           -0.4355618246E+01           -0.2548797166E+00           -0.3058235645E+01
            0.1431745409E+00           -0.4773655414E+00            0.0000000000E+00           -0.4633441832E+01           -0.2839390795E+00           -0.3211669580E+01
            0.1431745409E+00           -0.4674204260E+00            0.0000000000E+00           -0.4906501916E+01           -0.3153580316E+00           -0.3365218635E+01
            0.1431745409E+00           -0.4574753105E+00            0.0000000000E+00           -0.5171644943E+01           -0.3495298640E+00           -0.3516951974E+01
            0.1431745409E+00           -0.4475301951E+00            0.0000000000E+00           -0.5425399335E+01           -0.3868216339E+00           -0.3664654579E+01
            0.1431745409E+00           -0.4375850796E+00            0.0000000000E+00           -0.5664017079E+01           -0.4275492274E+00           -0.3805849814E+01
            0.1431745409E+00           -0.4276399642E+00            0.0000000000E+00           -0.5883539950E+01           -0.4719481747E+00           -0.3937840659E+01
            0.1431745409E+00           -0.4176948487E+00            0.0000000000E+00           -0.6079893158E+01           -0.5201409249E+00           -0.4057772222E+01
            0.1431745409E+00           -0.4077497333E+00            0.0000000000E+00           -0.6249007471E+01           -0.5721019256E+00           -0.4162717014E+01
            0.1431745409E+00           -0.3978046178E+00            0.0000000000E+00           -0.6386968259E+01           -0.6276225804E+00           -0.4249782727E+01
            0.1431745409E+00           -0.3878595024E+00            0.0000000000E+00           -0.6490186562E+01           -0.6862788921E+00           -0.4316239933E+01
            0.1431745409E+00           -0.3779143869E+00            0.0000000000E+00           -0.6555583510E+01           -0.7474052071E+00           -0.4359664388E+01
            0.1431745409E+00           -0.3679692715E+00            0.0000000000E+00           -0.6580775673E+01           -0.8100777750E+00           -0.4378085854E+01
            0.1431745409E+00           -0.3580241561E+00            0.0000000000E+00           -0.6564246016E+01           -0.8731116598E+00           -0.4370133014E+01
            0.1431745409E+00           -0.3480790406E+00            0.0000000000E+00           -0.6505483802E+01           -0.9350737285E+00           -0.4335162829E+01
            0.1431745409E+00           -0.3381339252E+00            0.0000000000E+00           -0.6405077945E+01           -0.9943129665E+00           -0.4273363078E+01
            0.1431745409E+00           -0.3281888097E+00            0.0000000000E+00           -0.6264752198E+01           -0.1049007330E+01           -0.4185819252E+01
            0.1431745409E+00           -0.3182436943E+00            0.0000000000E+00           -0.6087337329E+01           -0.1097223996E+01           -0.4074541553E+01
            0.1431745409E+00           -0.3082985788E+00            0.0000000000E+00           -0.5876684306E+01           -0.1136987632E+01           -0.3942453951E+01
            0.1431745409E+00           -0.2983534634E+00            0.0000000000E+00           -0.5637532500E+01           -0.1166349590E+01           -0.3793354563E+01
            0.1431745409E+00           -0.2884083479E+00            0.0000000000E+00           -0.5375356769E+01           -0.1183450130E+01           -0.3631864040E+01
            0.1431745409E+00           -0.2784632325E+00            0.0000000000E+00           -0.5096226365E+01           -0.1186566095E+01           -0.3463385444E+01
            0.1431745409E+00           -0.2685181170E+00            0.0000000000E+00           -0.4806717099E+01           -0.1174137796E+01           -0.3294105237E+01
            0.1431745409E+00           -0.2585730016E+00            0.0000000000E+00           -0.4513928131E+01           -0.1144771041E+01           -0.3131070716E+01
            0.1431745409E+00           -0.2486278861E+00            0.0000000000E+00           -0.4225670639E+01           -0.1097212938E+01           -0.2982385947E+01
            0.1431745409E+00           -0.2386827707E+00            0.0000000000E+00           -0.3950925440E+01           -0.1030303044E+01           -0.2857577439E+01
            0.1431745409E+00           -0.2287376553E+00            0.0000000000E+00           -0.3700724741E+01           -0.9429051438E+00           -0.2768192985E+01
            0.1431745409E+00           -0.2187925398E+00            0.0000000000E+00           -0.3489723627E+01           -0.8338305169E+00           -0.2728708017E+01
            0.1431745409E+00           -0.2088474244E+00            0.0000000000E+00           -0.3338929635E+01           -0.7017744189E+00           -0.2757802044E+01
            0.1431745409E+00           -0.1989023089E+00            0.0000000000E+00           -0.3280409071E+01           -0.5453101194E+00           -0.2879960211E+01
            0.1431745409E+00           -0.1889571935E+00            0.0000000000E+00           -0.3365310138E+01           -0.3630308380E+00           -0.3126926401E+01
            0.1431745409E+00           -0.1790120780E+00            0.0000000000E+00           -0.3676956653E+01           -0.1540121292E+00           -0.3537145817E+01
            0.1431745409E+00           -0.1690669626E+00            0.0000000000E+00           -0.4349336489E+01            0.8113224830E-01           -0.4147404708E+01
            0.1431745409E+00           -0.1591218471E+00            0.0000000000E+00           -0.5580950607E+01            0.3383865189E+00           -0.4961787741E+01
            0.1431745409E+00           -0.1491767317E+00            0.0000000000E+00           -0.7594718257E+01            0.6082197503E+00           -0.5871946337E+01
            0.1431745409E+00           -0.1392316162E+00            0.0000000000E+00           -0.1041271950E+02            0.8752338526E+00           -0.6534953778E+01
            0.1431745409E+00           -0.1292865008E+00            0.0000000000E+00           -0.1337637882E+02            0.1117259699E+01           -0.6414586301E+01
            0.1431745409E+00           -0.1193413854E+00            0.0000000000E+00           -0.1508217833E+02            0.1287772669E+01           -0.5339044726E+01
            0.1431745409E+00           -0.1093962699E+00            0.0000000000E+00           -0.1468944261E+02            0.1304320680E+01           -0.3964520320E+01
            0.1431745409E+00           -0.9945115446E-01            0.0000000000E+00           -0.1285549009E+02            0.1116671567E+01           -0.3030287733E+01
            0.1431745409E+00           -0.8950603901E-01            0.0000000000E+00           -0.1066530304E+02            0.7653373423E+00           -0.2640298825E+01
            0.1431745409E+00           -0.7956092357E-01            0.0000000000E+00           -0.8683444332E+01            0.3347068069E+00           -0.2550655417E+01
            0.1431745409E+00           -0.6961580812E-01            0.0000000000E+00           -0.7028632197E+01           -0.1047948715E+00           -0.2547627479E+01
            0.1431745409E+00           -0.5967069268E-01            0.0000000000E+00           -0.5655160287E+01           -0.5111622416E+00           -0.2526372784E+01
            0.1431745409E+00           -0.4972557723E-01            0.0000000000E+00           -0.4490538489E+01           -0.8637978878E+00           -0.2452912216E+01
            0.1431745409E+00           -0.3978046178E-01            0.0000000000E+00           -0.3473849435E+01           -0.1154492261E+01           -0.2325768048E+01
            0.1431745409E+00           -0.2983534634E-01            0.0000000000E+00           -0.2559756245E+01           -0.1381296889E+01           -0.2155472698E+01
            0.1431745409E+00           -0.1989023089E-01            0.0000000000E+00           -0.1714692660E+01           -0.1544986654E+01           -0.1955753964E+01
            0.1431745409E+00           -0.9945115446E-02            0.0000000000E+00           -0.9126560043E+00           -0.1647127488E+01           -0.1740326185E+01
            0.1431745409E+00            0.0000000000E+00            0.0000000000E+00           -0.1319505459E+00           -0.1689055000E+01           -0.1522057323E+01
            0.1431745409E+00            0.9945115446E-02            0.0000000000E+00            0.6472771561E+00           -0.1671373994E+01           -0.1313027132E+01
            0.1431745409E+00            0.1989023089E-01            0.0000000000E+00            0.1445132901E+01           -0.1593787577E+01           -0.1124784405E+01
            0.1431745409E+00            0.2983534634E-01            0.0000000000E+00            0.2284141054E+01           -0.1455194280E+01           -0.9683767315E+00
            0.1431745409E+00            0.3978046178E-01            0.0000000000E+00            0.3191955284E+01           -0.1254098821E+01           -0.8536660687E+00
            0.1431745409E+00            0.4972557723E-01            0.0000000000E+00            0.4205145663E+01           -0.9895098149E+00           -0.7870539458E+00
            0.1431745409E+00            0.5967069268E-01            0.0000000000E+00            0.5374458452E+01           -0.6626938685E+00           -0.7658359242E+00
            0.1431745409E+00            0.6961580812E-01            0.0000000000E+00            0.6770636724E+01           -0.2804631403E+00           -0.7656990335E+00
            0.1431745409E+00            0.7956092357E-01            0.0000000000E+00            0.8483926862E+01            0.1390042447E+00           -0.7157910037E+00
            0.1431745409E+00            0.8950603901E-01            0.0000000000E+00            0.1059015149E+02            0.5573645156E+00           -0.4588800777E+00
            0.1431745409E+00            0.9945115446E-01            0.0000000000E+00            0.1301082138E+02            0.9088137153E+00            0.2726342960E+00
            0.1431745409E+00            0.1093962699E+00            0.0000000000E+00            0.1519594822E+02            0.1113332618E+01            0.1725957562E+01
            0.1431745409E+00            0.1193413854E+00            0.0000000000E+00            0.1596247417E+02            0.1133245202E+01            0.3672992822E+01
            0.1431745409E+00            0.1292865008E+00            0.0000000000E+00            0.1444666867E+02            0.1018775311E+01            0.5157746640E+01
            0.1431745409E+00            0.1392316162E+00            0.0000000000E+00            0.1141075687E+02            0.8448874376E+00            0.5424305365E+01
            0.1431745409E+00            0.1491767317E+00            0.0000000000E+00            0.8385928022E+01            0.6444604688E+00            0.4730451207E+01
            0.1431745409E+00            0.1591218471E+00            0.0000000000E+00            0.6164022705E+01            0.4303835418E+00            0.3727305623E+01
            0.1431745409E+00            0.1690669626E+00            0.0000000000E+00            0.4771419513E+01            0.2162983400E+00            0.2813611033E+01
            0.1431745409E+00            0.1790120780E+00            0.0000000000E+00            0.3985367033E+01            0.1367657083E-01            0.2112314456E+01
            0.1431745409E+00            0.1889571935E+00            0.0000000000E+00            0.3595333104E+01           -0.1709125086E+00            0.1620104782E+01
            0.1431745409E+00            0.1989023089E+00            0.0000000000E+00            0.3456065895E+01           -0.3347612208E+00            0.1298623059E+01
            0.1431745409E+00            0.2088474244E+00            0.0000000000E+00            0.3476097065E+01           -0.4772958122E+00            0.1108342223E+01
            0.1431745409E+00            0.2187925398E+00            0.0000000000E+00            0.3598774187E+01           -0.5989036664E+00            0.1017150021E+01
            0.1431745409E+00            0.2287376553E+00            0.0000000000E+00            0.3788346223E+01           -0.7003322997E+00            0.1000641442E+01
            0.1431745409E+00            0.2386827707E+00            0.0000000000E+00            0.4021316729E+01           -0.7824387582E+00            0.1040428846E+01
            0.1431745409E+00            0.2486278861E+00            0.0000000000E+00            0.4281336828E+01           -0.8461178423E+00            0.1122396748E+01
            0.1431745409E+00            0.2585730016E+00            0.0000000000E+00            0.4556231553E+01           -0.8923104256E+00            0.1235348987E+01
            0.1431745409E+00            0.2685181170E+00            0.0000000000E+00            0.4836279880E+01           -0.9220401831E+00            0.1370063573E+01
            0.1431745409E+00            0.2784632325E+00            0.0000000000E+00            0.5113238165E+01           -0.9364523329E+00            0.1518673132E+01
            0.1431745409E+00            0.2884083479E+00            0.0000000000E+00            0.5379815254E+01           -0.9368409430E+00            0.1674286041E+01
            0.1431745409E+00            0.2983534634E+00            0.0000000000E+00            0.5629428950E+01           -0.9246582750E+00            0.1830779997E+01
            0.1431745409E+00            0.3082985788E+00            0.0000000000E+00            0.5856139078E+01           -0.9015038719E+00            0.1982715510E+01
            0.1431745409E+00            0.3182436943E+00            0.0000000000E+00            0.6054687263E+01           -0.8690941881E+00            0.2125327918E+01
            0.1431745409E+00            0.3281888097E+00            0.0000000000E+00            0.6220592620E+01           -0.8292160261E+00            0.2254564072E+01
            0.1431745409E+00            0.3381339252E+00            0.0000000000E+00            0.6350264172E+01           -0.7836689348E+00            0.2367135607E+01
            0.1431745409E+00            0.3480790406E+00            0.0000000000E+00            0.6441099738E+01           -0.7342028636E+00            0.2460566210E+01
            0.1431745409E+00            0.3580241561E+00            0.0000000000E+00            0.6491549465E+01           -0.6824576234E+00            0.2533216231E+01
            0.1431745409E+00            0.3679692715E+00            0.0000000000E+00            0.6501130887E+01           -0.6299100527E+00            0.2584274441E+01
            0.1431745409E+00            0.3779143869E+00            0.0000000000E+00            0.6470390908E+01           -0.5778333787E+00            0.2613713252E+01
            0.1431745409E+00            0.3878595024E+00            0.0000000000E+00            0.6400817886E+01           -0.5272713974E+00            0.2622209563E+01
            0.1431745409E+00            0.3978046178E+00            0.0000000000E+00            0.6294712885E+01           -0.4790281145E+00            0.2611037965E+01
            0.1431745409E+00            0.4077497333E+00            0.0000000000E+00            0.6155032974E+01           -0.4336717393E+00            0.2581945800E+01
            0.1431745409E+00            0.4176948487E+00            0.0000000000E+00            0.5985220732E+01           -0.3915506221E+00            0.2537020586E+01
            0.1431745409E+00            0.4276399642E+00            0.0000000000E+00            0.5789033439E+01           -0.3528179881E+00            0.2478559681E+01
            0.1431745409E+00            0.4375850796E+00            0.0000000000E+00            0.5570383167E+01           -0.3174621272E+00            0.2408950306E+01
            0.1431745409E+00            0.4475301951E+00            0.0000000000E+00            0.5333195949E+01           -0.2853389355E+00            0.2330565711E+01
            0.1431745409E+00            0.4574753105E+00            0.0000000000E+00            0.5081294915E+01           -0.2562042310E+00            0.2245680765E+01
            0.1431745409E+00            0.4674204260E+00            0.0000000000E+00            0.4818309348E+01           -0.2297439255E+00            0.2156408015E+01
            0.1431745409E+00            0.4773655414E+00            0.0000000000E+00            0.4547609182E+01           -0.2056008047E+00            0.2064653477E+01
            0.1431745409E+00            0.4873106568E+00            0.0000000000E+00            0.4272262774E+01           -0.1833972623E+00            0.1972090195E+01
            0.1431745409E+00            0.4972557723E+00            0.0000000000E+00            0.3995014722E+01           -0.1627538092E+00            0.1880146867E+01
  
            0.1541879671E+00           -0.4972557723E+00            0.0000000000E+00           -0.4046777859E+01           -0.1719531130E+00           -0.2950253239E+01
            0.1541879671E+00           -0.4873106568E+00            0.0000000000E+00           -0.4324564639E+01           -0.1990510016E+00           -0.3103459006E+01
            0.1541879671E+00           -0.4773655414E+00            0.0000000000E+00           -0.4599981782E+01           -0.2281521773E+00           -0.3258501616E+01
            0.1541879671E+00           -0.4674204260E+00            0.0000000000E+00           -0.4870218553E+01           -0.2596163915E+00           -0.3413775609E+01
            0.1541879671E+00           -0.4574753105E+00            0.0000000000E+00           -0.5132146499E+01           -0.2937837082E+00           -0.3567395980E+01
            0.1541879671E+00           -0.4475301951E+00            0.0000000000E+00           -0.5382344808E+01           -0.3309529195E+00           -0.3717207063E+01
            0.1541879671E+00           -0.4375850796E+00            0.0000000000E+00           -0.5617146317E+01           -0.3713562216E+00           -0.3860806692E+01
            0.1541879671E+00           -0.4276399642E+00            0.0000000000E+00           -0.5832707467E+01           -0.4151306972E+00           -0.3995588538E+01
            0.1541879671E+00           -0.4176948487E+00            0.0000000000E+00           -0.6025104384E+01           -0.4622876571E+00           -0.4118804898E+01
            0.1541879671E+00           -0.4077497333E+00            0.0000000000E+00           -0.6190455379E+01           -0.5126814910E+00           -0.4227651016E+01
            0.1541879671E+00           -0.3978046178E+00            0.0000000000E+00           -0.6325067589E+01           -0.5659802927E+00           -0.4319370284E+01
            0.1541879671E+00           -0.3878595024E+00            0.0000000000E+00           -0.6425602206E+01           -0.6216410708E+00           -0.4391377406E+01
            0.1541879671E+00           -0.3779143869E+00            0.0000000000E+00           -0.6489249260E+01           -0.6788926845E+00           -0.4441394038E+01
            0.1541879671E+00           -0.3679692715E+00            0.0000000000E+00           -0.6513899641E+01           -0.7367296220E+00           -0.4467588921E+01
            0.1541879671E+00           -0.3580241561E+00            0.0000000000E+00           -0.6498299721E+01           -0.7939192234E+00           -0.4468712539E+01
            0.1541879671E+00           -0.3480790406E+00            0.0000000000E+00           -0.6442173362E+01           -0.8490238806E+00           -0.4444215522E+01
            0.1541879671E+00           -0.3381339252E+00            0.0000000000E+00           -0.6346297763E+01           -0.9004381557E+00           -0.4394340707E+01
            0.1541879671E+00           -0.3281888097E+00            0.0000000000E+00           -0.6212523943E+01           -0.9464388188E+00           -0.4320181457E+01
            0.1541879671E+00           -0.3182436943E+00            0.0000000000E+00           -0.6043739381E+01           -0.9852438026E+00           -0.4223703298E+01
            0.1541879671E+00           -0.3082985788E+00            0.0000000000E+00           -0.5843778757E+01           -0.1015074362E+01           -0.4107731869E+01
            0.1541879671E+00           -0.2983534634E+00            0.0000000000E+00           -0.5617297866E+01           -0.1034213661E+01           -0.3975916847E+01
            0.1541879671E+00           -0.2884083479E+00            0.0000000000E+00           -0.5369634566E+01           -0.1041054792E+01           -0.3832688158E+01
            0.1541879671E+00           -0.2784632325E+00            0.0000000000E+00           -0.5106688599E+01           -0.1034131934E+01           -0.3683226851E+01
            0.1541879671E+00           -0.2685181170E+00            0.0000000000E+00           -0.4834859758E+01           -0.1012129715E+01           -0.3533478332E+01
            0.1541879671E+00           -0.2585730016E+00            0.0000000000E+00           -0.4561093423E+01           -0.9738676876E+00           -0.3390240916E+01
            0.1541879671E+00           -0.2486278861E+00            0.0000000000E+00           -0.4293098151E+01           -0.9182585525E+00           -0.3261368854E+01
            0.1541879671E+00           -0.2386827707E+00            0.0000000000E+00           -0.4039829892E+01           -0.8442404050E+00           -0.3156137562E+01
            0.1541879671E+00           -0.2287376553E+00            0.0000000000E+00           -0.3812394733E+01           -0.7506847412E+00           -0.3085829812E+01
            0.1541879671E+00           -0.2187925398E+00            0.0000000000E+00           -0.3625629889E+01           -0.6362843212E+00           -0.3064609978E+01
            0.1541879671E+00           -0.2088474244E+00            0.0000000000E+00           -0.3500818114E+01           -0.4994307064E+00           -0.3110736894E+01
            0.1541879671E+00           -0.1989023089E+00            0.0000000000E+00           -0.3470324006E+01           -0.3381064469E+00           -0.3248049694E+01
            0.1541879671E+00           -0.1889571935E+00            0.0000000000E+00           -0.3585426813E+01           -0.1498550348E+00           -0.3507218726E+01
            0.1541879671E+00           -0.1790120780E+00            0.0000000000E+00           -0.3928977240E+01            0.6801881761E-01           -0.3924845359E+01
            0.1541879671E+00           -0.1690669626E+00            0.0000000000E+00           -0.4633016175E+01            0.3176753290E+00           -0.4534530010E+01
            0.1541879671E+00           -0.1591218471E+00            0.0000000000E+00           -0.5891242930E+01            0.5987052536E+00           -0.5334811132E+01
            0.1541879671E+00           -0.1491767317E+00            0.0000000000E+00           -0.7917543400E+01            0.9037179349E+00           -0.6207168362E+01
            0.1541879671E+00           -0.1392316162E+00            0.0000000000E+00           -0.1071978075E+02            0.1210308292E+01           -0.6788780913E+01
            0.1541879671E+00           -0.1292865008E+00            0.0000000000E+00           -0.1361465570E+02            0.1469284218E+01           -0.6513442321E+01
            0.1541879671E+00           -0.1193413854E+00            0.0000000000E+00           -0.1516195734E+02            0.1598112165E+01           -0.5212644522E+01
            0.1541879671E+00           -0.1093962699E+00            0.0000000000E+00           -0.1453368091E+02            0.1515427904E+01           -0.3635783636E+01
            0.1541879671E+00           -0.9945115446E-01            0.0000000000E+00           -0.1248701784E+02            0.1217017301E+01           -0.2610995881E+01
            0.1541879671E+00           -0.8950603901E-01            0.0000000000E+00           -0.1018078279E+02            0.7827508397E+00           -0.2227847980E+01
            0.1541879671E+00           -0.7956092357E-01            0.0000000000E+00           -0.8173952866E+01            0.3057864937E+00           -0.2187911039E+01
            0.1541879671E+00           -0.6961580812E-01            0.0000000000E+00           -0.6550181003E+01           -0.1516030573E+00           -0.2242961698E+01
            0.1541879671E+00           -0.5967069268E-01            0.0000000000E+00           -0.5235060911E+01           -0.5583423529E+00           -0.2275527598E+01
            0.1541879671E+00           -0.4972557723E-01            0.0000000000E+00           -0.4139401272E+01           -0.9023946828E+00           -0.2249145718E+01
            0.1541879671E+00           -0.3978046178E-01            0.0000000000E+00           -0.3193960322E+01           -0.1181198648E+01           -0.2163104606E+01
            0.1541879671E+00           -0.2983534634E-01            0.0000000000E+00           -0.2349813962E+01           -0.1396238423E+01           -0.2029375989E+01
            0.1541879671E+00           -0.1989023089E-01            0.0000000000E+00           -0.1572313791E+01           -0.1550263216E+01           -0.1863086477E+01
            0.1541879671E+00           -0.9945115446E-02            0.0000000000E+00           -0.8356667029E+00           -0.1645910770E+01           -0.1679214492E+01
            0.1541879671E+00            0.0000000000E+00            0.0000000000E+00           -0.1190305072E+00           -0.1685038305E+01           -0.1491832688E+01
            0.1541879671E+00            0.9945115446E-02            0.0000000000E+00            0.5963150807E+00           -0.1668414217E+01           -0.1314281624E+01
            0.1541879671E+00            0.1989023089E-01            0.0000000000E+00            0.1329307861E+01           -0.1595612650E+01           -0.1159561749E+01
            0.1541879671E+00            0.2983534634E-01            0.0000000000E+00            0.2101505778E+01           -0.1465061469E+01           -0.1040526912E+01
            0.1541879671E+00            0.3978046178E-01            0.0000000000E+00            0.2940135182E+01           -0.1274277988E+01           -0.9693988089E+00
            0.1541879671E+00            0.4972557723E-01            0.0000000000E+00            0.3882475115E+01           -0.1020431064E+01           -0.9556860548E+00
            0.1541879671E+00            0.5967069268E-01            0.0000000000E+00            0.4982248644E+01           -0.7015479850E+00           -0.1000531118E+01
            0.1541879671E+00            0.6961580812E-01            0.0000000000E+00            0.6317562248E+01           -0.3190220634E+00           -0.1083355067E+01
            0.1541879671E+00            0.7956092357E-01            0.0000000000E+00            0.7993955474E+01            0.1173747238E+00           -0.1133507081E+01
            0.1541879671E+00            0.8950603901E-01            0.0000000000E+00            0.1011423569E+02            0.5804439975E+00           -0.9810783216E+00
            0.1541879671E+00            0.9945115446E-01            0.0000000000E+00            0.1263385205E+02            0.1013590129E+01           -0.3164947544E+00
            0.1541879671E+00            0.1093962699E+00            0.0000000000E+00            0.1500962459E+02            0.1329782307E+01            0.1180273977E+01
            0.1541879671E+00            0.1193413854E+00            0.0000000000E+00            0.1598896175E+02            0.1451872716E+01            0.3314253597E+01
            0.1541879671E+00            0.1292865008E+00            0.0000000000E+00            0.1461534716E+02            0.1379492727E+01            0.5036515996E+01
            0.1541879671E+00            0.1392316162E+00            0.0000000000E+00            0.1164561890E+02            0.1182785691E+01            0.5475751748E+01
            0.1541879671E+00            0.1491767317E+00            0.0000000000E+00            0.8645908137E+01            0.9330138675E+00            0.4874234074E+01
            0.1541879671E+00            0.1591218471E+00            0.0000000000E+00            0.6424694949E+01            0.6741277594E+00            0.3913928315E+01
            0.1541879671E+00            0.1690669626E+00            0.0000000000E+00            0.5017359850E+01            0.4286358934E+00            0.3017303239E+01
            0.1541879671E+00            0.1790120780E+00            0.0000000000E+00            0.4208845475E+01            0.2060234028E+00            0.2319843596E+01
            0.1541879671E+00            0.1889571935E+00            0.0000000000E+00            0.3793724504E+01            0.8848716124E-02            0.1824568934E+01
            0.1541879671E+00            0.1989023089E+00            0.0000000000E+00            0.3629322043E+01           -0.1633909101E+00            0.1496271486E+01
            0.1541879671E+00            0.2088474244E+00            0.0000000000E+00            0.3625188553E+01           -0.3122280702E+00            0.1296950311E+01
            0.1541879671E+00            0.2187925398E+00            0.0000000000E+00            0.3724938378E+01           -0.4393334008E+00            0.1195214619E+01
            0.1541879671E+00            0.2287376553E+00            0.0000000000E+00            0.3892796985E+01           -0.5462035047E+00            0.1167006890E+01
            0.1541879671E+00            0.2386827707E+00            0.0000000000E+00            0.4105178516E+01           -0.6341077571E+00            0.1194133923E+01
            0.1541879671E+00            0.2486278861E+00            0.0000000000E+00            0.4345674746E+01           -0.7041371790E+00            0.1262631614E+01
            0.1541879671E+00            0.2585730016E+00            0.0000000000E+00            0.4602114039E+01           -0.7572845980E+00            0.1361463906E+01
            0.1541879671E+00            0.2685181170E+00            0.0000000000E+00            0.4864843511E+01           -0.7945253382E+00            0.1481598348E+01
            0.1541879671E+00            0.2784632325E+00            0.0000000000E+00            0.5125739842E+01           -0.8168851525E+00            0.1615389963E+01
            0.1541879671E+00            0.2884083479E+00            0.0000000000E+00            0.5377664553E+01           -0.8254895497E+00            0.1756195700E+01
            0.1541879671E+00            0.2983534634E+00            0.0000000000E+00            0.5614197618E+01           -0.8215920430E+00            0.1898155375E+01
            0.1541879671E+00            0.3082985788E+00            0.0000000000E+00            0.5829547469E+01           -0.8065808147E+00            0.2036089449E+01
            0.1541879671E+00            0.3182436943E+00            0.0000000000E+00            0.6018569938E+01           -0.7819649342E+00            0.2165474635E+01
            0.1541879671E+00            0.3281888097E+00            0.0000000000E+00            0.6176847408E+01           -0.7493428610E+00            0.2282465570E+01
            0.1541879671E+00            0.3381339252E+00            0.0000000000E+00            0.6300790606E+01           -0.7103574461E+00            0.2383936227E+01
            0.1541879671E+00            0.3480790406E+00            0.0000000000E+00            0.6387733683E+01           -0.6666427712E+00            0.2467519706E+01
            0.1541879671E+00            0.3580241561E+00            0.0000000000E+00            0.6436000752E+01           -0.6197687008E+00            0.2531630330E+01
            0.1541879671E+00            0.3679692715E+00            0.0000000000E+00            0.6444929884E+01           -0.5711888475E+00            0.2575457697E+01
            0.1541879671E+00            0.3779143869E+00            0.0000000000E+00            0.6414848384E+01           -0.5221967624E+00            0.2598928226E+01
            0.1541879671E+00            0.3878595024E+00            0.0000000000E+00            0.6347000524E+01           -0.4738937536E+00            0.2602635162E+01
            0.1541879671E+00            0.3978046178E+00            0.0000000000E+00            0.6243434794E+01           -0.4271700468E+00            0.2587742368E+01
            0.1541879671E+00            0.4077497333E+00            0.0000000000E+00            0.6106861796E+01           -0.3826993466E+00            0.2555870120E+01
            0.1541879671E+00            0.4176948487E+00            0.0000000000E+00            0.5940495718E+01           -0.3409454637E+00            0.2508972323E+01
            0.1541879671E+00            0.4276399642E+00            0.0000000000E+00            0.5747892196E+01           -0.3021787126E+00            0.2449214327E+01
            0.1541879671E+00            0.4375850796E+00            0.0000000000E+00            0.5532793649E+01           -0.2664992942E+00            0.2378859144E+01
            0.1541879671E+00            0.4475301951E+00            0.0000000000E+00            0.5298990553E+01           -0.2338648179E+00            0.2300167779E+01
            0.1541879671E+00            0.4574753105E+00            0.0000000000E+00            0.5050204126E+01           -0.2041193913E+00            0.2215317183E+01
            0.1541879671E+00            0.4674204260E+00            0.0000000000E+00            0.4789993026E+01           -0.1770221782E+00            0.2126337189E+01
            0.1541879671E+00            0.4773655414E+00            0.0000000000E+00            0.4521684263E+01           -0.1522738867E+00            0.2035066066E+01
            0.1541879671E+00            0.4873106568E+00            0.0000000000E+00            0.4248326771E+01           -0.1295402005E+00            0.1943123069E+01
            0.1541879671E+00            0.4972557723E+00            0.0000000000E+00            0.3972664853E+01           -0.1084716462E+00            0.1851895611E+01
  
            0.1652013933E+00           -0.4972557723E+00            0.0000000000E+00           -0.4017842385E+01           -0.1081755676E+00           -0.2999217478E+01
            0.1652013933E+00           -0.4873106568E+00            0.0000000000E+00           -0.4293583086E+01           -0.1350959357E+00           -0.3153935214E+01
            0.1652013933E+00           -0.4773655414E+00            0.0000000000E+00           -0.4566571337E+01           -0.1640536064E+00           -0.3310575261E+01
            0.1652013933E+00           -0.4674204260E+00            0.0000000000E+00           -0.4834014579E+01           -0.1953665133E+00           -0.3467571490E+01
            0.1652013933E+00           -0.4574753105E+00            0.0000000000E+00           -0.5092824742E+01           -0.2293202399E+00           -0.3623090217E+01
            0.1652013933E+00           -0.4475301951E+00            0.0000000000E+00           -0.5339647525E+01           -0.2661460208E+00           -0.3775040472E+01
